IND_TP_CD,DATA_DATE,IDX_OPPR,IDX_HIPR,IDX_LOPR,IDX_CLPR,IDX_YDAY_CMPR_AMT,YDAY_CMPR_SECT,VOLM,TR_AMT,STK_CNT,AVLS,CAP_AMT1,FRMN_HOLD_STK_CNT,FRMN_HOLD_AVLS,MRTR_ITEM_CNT,CRDT_ENBL_ITEM_VOLM,CRDT_DATA_DATE,LEND_NEW_STKQ,LEND_NEW_AMT,LEND_RMBR_STKQ,LEND_RMBR_AMT,LEND_BALAN_STKQ,LEND_BALAN_AMT,STLOAN_RMBR_AMT,STLOAN_RMBR_STKQ,STLOAN_NEW_AMT,STLOAN_NEW_STKQ,STLOAN_BALAN_AMT,STLOAN_BALAN_STKQ,FRWDELVY_MTR_QTY,FRWDELVY_STK_AVG_PRC,RISE_ITEM_VOLM,DPRICE_ITEM_VOLM,FACE_ADJ_VOLM,SAME_FACE_STK_CNT,CLPR_AVG,ALL_ITEM_CNT,CO_CNT,TR_TYPE_TYPE_ITEM_CNT,RISE_ITEM_CNT,DPRICE_ITEM_CNT,STNR_ITEM_CNT,TOP_ITEM_CNT,BTM_ITEM_CNT,YYW_MXPR_ITEM_CNT,YYW_MNPR_ITEM_CNT,D25_EMA_EXCD_ITEM_CNT,D25_EMA_FLSH_ITEM_CNT,W52_NEW_HIPR_ITEM_CNT,W52_NEW_LOPR_ITEM_CNT,DVID_YIRT
10004,20060816,846.1,848.58,846.1,847.66,4.24,1,91242600,127474,5249554,17054210,7823979,254828,1272500,392,66907746,20060811,603050,74131,531391,73496,20463359,2708019,0,0,0,0,0,0,0,0,27707770,60451365,11537900,1577962,9150,392,392,366,190,154,32,3,0,3,7,36,63,2,4,0
10003,20060816,1365.86,1371.38,1360.85,1370.61,17.69,1,59826000,327048,5804490,54947761,13025836,689623,9255590,200,56665066,20060811,942700,305364,680248,217015,20901035,6599726,0,0,0,0,0,0,0,0,33718726,24457073,17793211,2675146,29840,200,200,199,124,59,16,2,0,1,5,32,68,1,4,0
10002,20060816,1303.94,1312.51,1298.39,1308.17,21.55,1,77879200,2779510,12598063,547164673,56342029,4309293,224284306,100,66864338,20060811,791239,957091,657978,882083,14459768,17578529,3077,31293,5320,28996,44936,200717,0,0,60526663,15407184,70948138,11517068,87825,100,100,100,70,21,9,0,0,2,0,60,40,2,0,0
10002,20060817,1319.17,1329.67,1319.17,1321.63,13.46,1,81016100,3055373,12598071,552791676,56342066,4306398,226422030,100,50182814,20060814,735404,912875,1045347,1284610,14143155,17199448,3578,34211,1808,16798,46706,218133,0,0,61060273,18490112,74268598,11517075,87950,100,100,100,59,39,2,0,0,2,0,58,42,2,0,0
10003,20060817,1375.5,1382.2,1372.66,1373.24,2.63,1,66203900,323823,5805339,55066368,13030081,687515,9245836,200,57833351,20060814,940113,281683,870133,225744,20969385,6654044,0,0,0,0,0,0,0,0,45473499,14143215,17906876,2675995,29866,200,200,200,94,83,23,0,0,1,2,39,61,1,2,0
10004,20060817,849.9,852.05,848.89,850.64,2.98,1,75904600,114857,5213829,17116858,7806117,255004,1277171,392,78556680,20060814,477357,60673,538479,72190,20364677,2681110,0,0,0,0,0,0,0,0,38216914,32840449,10654613,1574390,9185,392,392,372,187,145,45,3,1,4,9,36,63,3,5,0
10002,20060818,1324.17,1331.2,1318.45,1325.57,3.94,1,66864300,2679942,12598071,554443372,56342066,4304163,227170027,100,60815783,20060816,542187,676799,834813,993387,13846879,16879068,4381,41046,8734,26110,42353,233067,0,0,41151747,23202372,60167569,11517075,88253,100,100,100,47,47,6,0,0,1,0,63,37,1,0,0
10003,20060818,1374.24,1376.84,1369.56,1373.41,0.17,1,56665000,332974,5805339,55073677,13030081,687191,9236951,200,54631510,20060816,745262,264836,489173,260269,21221464,6657128,0,0,0,0,0,0,0,0,31031401,23256063,17537056,2675995,29853,200,200,200,78,99,23,0,0,4,3,38,62,3,1,0
10004,20060818,851.63,853.3,848.68,850.02,0.62,5,66907700,120848,5213829,17104280,7806117,254754,1280349,392,66684991,20060816,746190,68106,800016,91701,20283891,2653221,0,0,0,0,0,0,0,0,24940695,32008183,11020976,1574390,9173,392,392,377,149,188,44,1,2,3,9,35,64,3,4,0
10002,20060821,1327.47,1332.33,1310.39,1316,9.57,5,50182800,1886363,12598071,550438307,56342066,4302667,225499175,100,55541233,20060817,631808,807494,631979,777598,13846608,16908905,1649,6440,4444,23055,39558,216452,0,0,12884524,35209860,46077730,11517075,87332,100,100,100,21,75,4,0,0,0,0,60,40,0,0,0
10003,20060821,1378.51,1380.68,1361.38,1363.35,10.06,5,57833300,277717,5805999,54683097,13033377,686629,9159063,200,57807635,20060817,789035,258962,722102,286030,21273597,6630064,0,0,0,0,0,0,0,0,29220436,27066971,16403763,2676654,29619,200,200,199,50,132,18,0,0,1,7,40,60,1,4,0
10004,20060821,851.38,852.72,845.91,847.51,2.51,5,78556600,110385,5213947,17054216,7806708,255295,1276534,392,90035912,20060817,614450,76806,714304,69076,20187437,2662204,0,0,0,0,0,0,0,0,41817330,23661053,10823193,1574508,9149,392,392,365,130,201,43,3,1,3,11,37,62,3,6,0
10002,20060822,1315.81,1330.46,1315.81,1329.27,13.27,1,60815700,2053893,12598071,555987533,56342066,4294536,226907730,100,50812354,20060818,820595,1057062,480244,612010,14186729,17353726,8068,18285,2342,17395,45284,217339,0,0,49144055,5701573,55692529,11517075,87945,100,100,100,79,14,7,1,0,2,0,73,27,2,0,0
10003,20060822,1366.33,1381.58,1366.33,1380.63,17.28,1,54631500,271891,5805999,55375477,13033377,683948,9279102,200,48906777,20060818,1195693,284770,539373,202186,21928887,6710995,0,0,0,0,0,0,0,0,40346128,7945625,15816682,2676654,29906,200,200,199,141,45,13,0,0,2,7,49,50,2,2,0
10004,20060822,847.5,851.22,846.76,850.84,3.33,1,66684900,118088,5222770,17173396,7811120,255156,1280212,392,90085784,20060818,572130,70508,451193,60465,20308374,2672246,0,0,0,0,0,0,0,0,34284003,24767187,10714079,1575391,9178,392,392,368,195,133,44,3,3,1,8,45,54,1,3,0
10002,20060823,1326.39,1327.22,1312.97,1317.54,11.73,5,55541200,1924725,12598126,551083575,56342344,4291300,224875938,100,59298830,20060821,695838,838085,376582,443746,14505980,17748051,7583,27303,5492,29769,47375,214875,0,0,19858478,32693457,50922759,11517130,87722,100,100,100,29,64,7,0,0,1,0,79,21,1,0,0
10003,20060823,1381.45,1383.9,1372.02,1382.81,2.18,1,57807600,300206,5808080,55463992,13034418,682670,9248724,200,65014376,20060821,935380,318970,661313,191980,22201854,6839443,0,0,0,0,0,0,0,0,32534999,24144970,16484020,2676862,30116,200,200,199,76,102,21,1,0,2,4,61,39,2,3,0
10004,20060823,851.25,851.85,848.84,851.69,0.85,1,90035900,130981,5225770,17191639,7812620,255616,1279360,392,74554866,20060821,631690,75092,565968,62003,20374096,2685342,0,0,0,0,0,0,0,0,54595492,32458215,12345060,1575691,9206,392,392,370,155,180,44,6,2,2,9,54,45,1,5,0
10004,20060824,851.44,854.3,851.41,853.78,2.09,1,90085700,154001,5225770,17233849,7812620,255401,1282126,392,89757927,20060822,530428,68302,836489,100368,20068030,2653273,0,0,0,0,0,0,0,0,42555069,40327392,13493090,1575691,9315,392,392,376,170,168,48,4,1,4,9,56,43,2,4,0
10002,20060824,1314.43,1314.43,1300.1,1306.76,10.78,5,50812300,1813165,12598804,546598454,56344038,4288826,222411565,100,49785852,20060822,516766,695156,369535,404715,14653191,18038371,6371,14903,10675,47102,43071,182676,0,0,12099590,34444269,46160962,11517469,86717,100,100,100,21,65,14,0,0,1,0,80,20,1,0,0
10003,20060824,1382.6,1386.73,1379.54,1385.54,2.73,1,48906700,311400,5808080,55573857,13034418,680881,9224272,200,47794028,20060822,674078,222525,779307,263019,22095895,6798791,0,0,0,0,0,0,0,0,12713076,29067167,15184481,2676862,30487,200,200,198,76,99,23,3,0,0,6,60,39,0,3,0
10002,20060825,1308.65,1325.32,1308.09,1319.86,13.1,1,59298800,2042671,12598313,551987996,56343792,4284555,224141166,100,65879023,20060823,598594,792711,439363,558726,14811910,18270972,5252,15270,6965,21454,41358,176494,0,0,48981000,6298984,53989835,11517420,87334,100,100,100,73,18,9,0,0,1,0,69,31,1,0,0
10003,20060825,1388.03,1406.79,1388.03,1406.25,20.71,1,65014300,346678,5808899,56410213,13036101,680339,9353304,200,64061555,20060823,1113851,302299,740991,246058,22467305,6854185,0,0,0,0,0,0,0,0,53981814,8855793,18270637,2677199,31019,200,200,200,149,38,13,1,0,2,1,54,46,2,1,0
10004,20060825,854.44,860.96,854.44,860.8,7.02,1,74554800,133961,5225770,17375490,7812620,257173,1297585,392,124672243,20060823,735600,68811,484288,57708,20314142,2664018,0,0,0,0,0,0,0,0,44345467,25823893,11034880,1575691,9398,392,392,371,207,131,39,3,0,2,5,53,46,0,2,0
10003,20060828,1408.82,1413.66,1402.96,1408.48,2.23,1,47794000,284490,5808537,56475320,13034293,679299,9329761,200,69126514,20060824,699354,183234,901070,201207,22267169,6836260,0,0,0,0,0,0,0,0,20180869,22751637,13487968,2676837,31470,200,200,200,82,90,28,1,0,0,1,58,41,0,0,0
10002,20060828,1320.2,1326.18,1314.96,1317.62,2.24,5,49785800,1759345,12620686,552040949,56455655,4285289,223596143,100,60099592,20060824,408873,621421,413052,543737,14808113,18348348,5812,23059,10766,35819,36404,163733,0,0,22090100,22926181,44920304,11539793,87492,100,100,100,37,51,12,0,0,0,0,72,28,0,0,0
10004,20060828,862.2,865.12,861.94,864.58,3.78,1,89757900,178750,5225770,17451948,7812620,256634,1300032,392,123627732,20060824,637745,77281,892475,78622,20044612,2661252,0,0,0,0,0,0,0,0,63406221,16736104,14268218,1575691,9449,392,392,372,165,171,44,4,0,7,7,55,44,4,6,0
10003,20060829,1416.82,1429.39,1416.79,1428.78,20.3,1,64061500,359123,5808537,57289227,13034293,678066,9448178,200,87083384,20060825,946713,302397,1020237,258738,22194117,6880118,0,0,0,0,0,0,0,0,47643301,15475695,16442286,2676837,32345,200,200,200,136,44,20,2,0,2,1,63,36,2,0,0
10004,20060829,868.12,876.12,868.1,875.97,11.39,1,124672200,242415,5226331,17682188,7812900,257022,1319203,392,115680714,20060825,726022,129606,661604,95034,20099030,2694257,0,0,0,0,0,0,0,0,41396031,71489862,18778551,1575747,9717,392,392,376,227,96,60,8,1,10,4,61,38,5,2,0
10002,20060829,1326.3,1335.01,1326.3,1334,16.38,1,65879000,2212014,12620686,558901697,56455655,4284039,226212310,100,72105026,20060825,521600,646227,787813,1109058,14541704,17885189,8295,36012,1154,5608,43545,194140,0,0,53494963,10570468,59568923,11539793,88642,100,100,100,74,21,5,1,0,2,0,70,30,2,0,0
10004,20060830,879.03,880.05,876.27,879.61,3.64,1,123627700,251469,5226231,17752520,7812400,257071,1330033,392,87605547,20060828,990625,135761,759812,104169,20329843,2725856,0,0,0,0,0,0,0,0,40478070,57645571,18872401,1575647,9678,392,392,371,190,137,49,2,0,10,3,63,36,6,3,0
10002,20060830,1336,1336.29,1325.73,1329.13,4.87,5,60099500,2080782,12620698,556863138,56455719,4283219,224921765,100,62893226,20060828,607010,783085,598271,752538,14545113,17909455,5360,16774,3914,26408,44991,184506,0,0,32671752,23135351,55084056,11539806,88311,100,100,100,49,48,3,0,0,1,0,65,35,1,0,0
10003,20060830,1431.2,1440.43,1424.47,1439.66,10.88,1,69126500,418318,5808537,57725561,13034293,677266,9517900,200,61174445,20060828,1206373,340807,1104314,357153,22294204,6863225,0,0,0,0,0,0,0,0,36656575,29337047,22317896,2676837,31949,200,200,198,106,73,19,0,2,4,1,67,33,4,1,0
10002,20060831,1336.12,1349.36,1331.95,1339.19,10.06,1,72105000,2594649,12620705,561079178,56455736,4281063,226059357,100,58941515,20060829,609333,779450,897070,1117367,14260876,17575438,2706,8866,3264,9827,44433,183545,0,0,53263875,10743383,64929404,11539809,88791,100,100,100,69,21,10,0,0,2,0,75,25,2,0,0
10003,20060831,1445.42,1463.04,1445.07,1460.19,20.53,1,87083300,457614,5809483,58548747,13034766,677075,9661200,200,61029565,20060829,1480887,362826,1048616,365774,22724975,6858842,0,0,0,0,0,0,0,0,68839702,15297262,24786551,2676932,32425,200,200,199,150,31,18,1,0,2,1,71,28,2,1,0
10004,20060831,881.61,891.42,881.61,891.42,11.81,1,115680700,232569,5226244,17990964,7812465,257010,1342670,392,112556669,20060829,807220,124084,758673,115590,20377920,2734320,0,0,0,0,0,0,0,0,67867180,45688789,18427856,1575660,9806,392,392,371,244,98,31,4,0,7,2,66,33,5,1,0
10002,20060901,1341.42,1344.3,1336.54,1344.03,4.84,1,62893200,2039294,12620705,563104423,56455736,4277114,226728743,100,54602350,20060830,549367,747570,811169,1031173,14000594,17293794,6938,30313,6848,24489,44523,189371,0,0,35192118,25213580,58321462,11539809,89174,100,100,100,54,39,7,0,0,1,0,68,32,1,0,0
10003,20060901,1462.04,1462.08,1453.25,1458.11,2.08,5,61174400,322626,5809483,58465511,13034766,676435,9686071,200,71547684,20060830,893148,245610,731638,289590,22886865,6816035,0,0,0,0,0,0,0,0,21801846,38166619,17742203,2676932,32159,200,200,198,73,112,14,0,0,3,0,69,31,3,0,0
10004,20060901,891.53,892.56,888.97,892.11,0.69,1,87605500,168862,5228935,18009817,7813810,256938,1343592,392,105282142,20060830,760822,81642,610547,75689,20528665,2740296,0,0,0,0,0,0,0,0,33953986,41983799,13219226,1575929,9770,392,392,364,172,164,35,1,0,5,1,65,34,2,1,0
10003,20060904,1462.42,1464.96,1451.41,1451.67,6.44,5,61029500,368209,5809483,58207317,13034766,677477,9682270,200,54573774,20060831,883561,301963,817028,263550,22939398,6847357,0,0,0,0,0,0,0,0,35359866,21321681,18317971,2676932,32026,200,200,199,81,103,15,0,0,0,0,67,33,0,0,0
10004,20060904,893.66,898.1,893.66,896.18,4.07,1,112556600,192496,5228935,18092023,7813810,257866,1345909,392,98673936,20060831,1200409,131284,541271,79725,21187803,2791856,0,0,0,0,0,0,0,0,72187049,31751462,15223545,1575929,9765,392,392,366,192,139,44,6,0,5,0,68,31,3,0,0
10002,20060904,1351.47,1353.15,1346.97,1346.99,2.96,1,58941500,1957694,12620723,564345866,56455826,4277700,227557778,100,61142799,20060831,606262,782043,678199,835880,13928627,17239907,3862,22074,4474,10230,43911,201213,0,0,27823688,29818177,54362053,11539827,89669,100,100,100,49,44,7,0,0,3,0,71,29,3,0,0
10003,20060905,1452.77,1454.8,1446.29,1450.36,1.31,5,71547600,340738,5809483,58153442,13034766,678096,9690244,200,77936140,20060901,832591,247542,1084726,308753,22700563,6791142,0,0,0,0,0,0,0,0,50190086,20772354,17934650,2676932,32104,200,200,198,86,100,13,0,0,1,0,67,33,1,0,0
10004,20060905,897.98,899.57,895.8,898.94,2.76,1,105282100,191558,5228935,18147638,7813810,257739,1347958,392,116153691,20060901,763308,90989,710343,74501,21240568,2808013,0,0,0,0,0,0,0,0,68110263,28150303,14787021,1575929,9781,392,392,375,169,157,56,3,0,4,1,66,33,4,0,0
10002,20060905,1349.03,1350.69,1344.13,1349.52,2.53,1,54602300,1806508,12620723,565404758,56455826,4278661,228437391,100,53099845,20060901,625694,812538,715908,1017346,13834904,17032741,3258,9149,3242,20283,43927,190079,0,0,19379807,33402003,50648480,11539827,89830,100,100,100,41,53,6,0,0,2,0,70,30,2,0,0
10002,20060906,1350.74,1353.31,1341.48,1345.26,4.26,5,61142700,2125657,12620739,563621870,56455904,4281194,228286442,100,52186212,20060904,569216,757377,642830,844545,13761140,16945475,3467,16073,6850,26914,40544,179241,0,0,29351684,30241568,56155296,11539843,89264,100,100,100,36,57,7,0,0,2,0,80,20,2,0,0
10004,20060906,898.69,900.78,896.55,897.18,1.76,5,98673900,173718,5230795,18114412,7815670,257624,1339433,392,118665542,20060904,1001360,119460,744836,73633,21497092,2853841,0,0,0,0,0,0,0,0,48695859,45672502,14278067,1576301,9756,392,392,370,159,171,44,2,1,2,1,70,29,2,1,0
10003,20060906,1452.19,1454.17,1442.74,1446.35,4.01,5,54573700,335001,5809484,57992780,13034769,678485,9655241,200,83964596,20060904,762624,314546,904169,256123,22342488,6841585,0,0,0,0,0,0,0,0,17032733,29133803,16215623,2676932,32138,200,200,199,65,110,24,0,0,0,1,72,27,0,0,0
10004,20060907,895.78,896.86,893.01,896.62,0.56,5,116153600,171938,5230795,18102937,7815670,257745,1336441,392,121759196,20060905,878790,77814,816469,62496,21559413,2869158,0,0,0,0,0,0,0,0,67243746,44271993,14993981,1576301,9752,392,392,367,150,186,38,0,1,3,2,70,29,3,1,0
10003,20060907,1442.07,1448.72,1436.58,1446.08,0.27,5,77936100,351194,5809485,57981919,13034775,677840,9643563,200,72405457,20060905,901537,389380,986229,318415,22258546,6913787,0,0,0,0,0,0,0,0,44647458,32773447,18477022,2676933,32217,200,200,197,87,100,10,2,0,0,1,69,30,0,0,0
10002,20060907,1339.53,1341.6,1329.97,1338.8,6.46,5,53099800,1896664,12620739,560914286,56455904,4276881,226805788,100,49629223,20060905,608245,722194,533580,713643,13835750,16953133,5270,13146,6143,36912,39671,155473,0,0,13778637,35453316,48935485,11539843,89054,100,100,100,35,56,9,0,0,1,0,71,29,1,0,0
10003,20060908,1444.05,1464.82,1444.04,1463.42,17.34,1,83964500,378389,5809485,58677617,13034775,665834,9737886,200,77853733,20060906,909330,337874,850012,333028,22318114,6918682,0,0,0,0,0,0,0,0,76457872,4856356,21592514,2676933,32441,200,200,198,124,63,11,1,0,1,1,76,24,1,0,0
10002,20060908,1332.73,1344.71,1331.59,1340.89,2.09,1,52186200,1852412,12621000,561793882,56457212,4275078,226477847,100,51811293,20060906,698613,915846,462274,612475,14071469,17254710,4079,28075,7792,28507,35958,155040,0,0,33898222,15674860,46910319,11540104,89594,100,100,100,66,29,5,0,0,3,0,74,26,2,0,0
10004,20060908,895.71,904.26,895.64,903.74,7.12,1,118665500,177730,5231527,18249755,7816036,258095,1354239,392,131665615,20060906,670675,115604,519217,79266,21710871,2905500,0,0,0,0,0,0,0,0,89117998,22852974,16132638,1576374,9797,392,392,370,207,129,44,4,0,5,0,73,26,4,0,0
10004,20060911,905.83,907.67,897.95,898.16,5.58,5,121759100,148136,5231527,18137009,7816036,257563,1344880,392,111528294,20060907,674980,105813,442271,49452,21941960,2960536,0,0,0,0,0,0,0,0,52404816,55402827,14344712,1576374,9767,392,392,369,106,233,38,3,0,6,1,69,30,4,1,0
10003,20060911,1465.91,1466.47,1445.51,1446.51,16.91,5,72405400,282310,5809587,58002462,13035285,665847,9620956,200,79874365,20060907,777242,260977,1205051,282999,21890305,6896316,0,0,0,0,0,0,0,0,41532189,29689329,16372084,2677035,32255,200,200,196,42,133,21,1,0,0,0,66,33,0,0,0
10002,20060911,1343.24,1343.24,1318.8,1319.12,21.77,5,49629200,1867154,12621054,552673646,56457478,4275061,222822500,100,54282091,20060907,576389,781224,724422,843796,13923436,17190865,3560,16067,8568,21887,30950,149216,0,0,2616065,46388171,45803536,11540157,88201,100,100,100,7,90,3,0,0,1,0,61,39,1,0,0
10004,20060912,899.4,902.03,896.76,899.36,1.2,1,131665600,194605,5231527,18161300,7816036,257274,1351300,392,111368508,20060908,753270,99137,889676,102746,21805274,2956674,0,0,0,0,0,0,0,0,75579627,41686744,19371376,1576374,9829,392,392,366,162,164,44,5,1,8,0,71,28,6,0,0
10002,20060912,1319.36,1324.25,1308.42,1312.46,6.66,5,51811200,1904069,12622412,550021586,56464272,4269990,221686960,100,86699982,20060908,479614,749448,438033,577252,13964887,17362812,5791,21984,9394,28586,27347,142617,0,0,14226438,35403675,47859024,11541516,87844,100,100,100,28,68,4,0,0,0,0,63,37,0,0,0
10003,20060912,1447.09,1455.67,1439.02,1444.71,1.8,5,77853700,332085,5809975,57934481,13035479,665556,9621082,200,85831965,20060908,551252,200782,883510,217355,21557777,6879654,0,0,0,0,0,0,0,0,24976380,46092372,16617173,2677074,32643,200,200,197,74,102,21,2,0,2,2,73,26,2,2,0
10002,20060913,1326.22,1327.34,1317.12,1317.93,5.47,1,54282000,2127240,12622422,552312014,56464320,4271101,222570194,100,57811783,20060911,605936,771039,455503,596545,14114880,17536623,10218,30929,1210,12061,36355,161487,0,0,34675727,15941042,50656673,11541526,87864,100,100,100,54,38,8,0,0,1,0,61,39,0,0,0
10004,20060913,905.32,906.77,903.07,903.86,4.5,1,111528200,198942,5231527,18252181,7816036,257668,1358557,392,203229263,20060911,1008450,112552,688831,80883,22122173,2987952,0,0,0,0,0,0,0,0,53031784,54323423,16113817,1576374,9882,392,392,365,182,134,55,4,1,9,0,71,28,4,0,0
10003,20060913,1458.1,1458.86,1445,1445.02,0.31,1,79874300,314094,5810025,57948104,13035529,665744,9623539,200,75916743,20060911,710884,266240,473659,158238,21793402,6986310,0,0,0,0,0,0,0,0,25309398,49423710,16780696,2677084,32572,200,200,198,93,86,19,0,0,2,0,71,29,2,0,0
10003,20060914,1450.38,1464.53,1439.43,1462.76,17.74,1,85831900,414354,5810195,58662827,13035954,664180,9755790,200,83102285,20060912,828372,264110,677711,170625,21943063,7078558,0,0,0,0,0,0,0,0,69316960,14355919,20291333,2677169,32563,200,200,198,126,55,17,0,0,2,0,71,28,2,0,0
10004,20060914,905.26,909.08,903.89,908.65,4.79,1,111368500,176943,5232305,18351954,7817455,258528,1369540,392,144519916,20060912,694361,93469,852475,94869,21967059,2987193,0,0,0,0,0,0,0,0,61855992,43708988,14873927,1576657,9905,392,392,369,208,133,35,4,0,3,2,71,28,2,1,0
10002,20060914,1317.91,1345.15,1313.83,1345.15,27.22,1,86699900,3396050,12622422,563719381,56464320,4268577,226269522,100,74009770,20060912,782412,956970,644817,932489,14249115,17555391,12592,43241,9040,30030,39907,174693,0,0,73617899,7835977,80216783,11541526,89616,100,100,100,87,8,5,0,0,1,0,65,35,0,0,0
10002,20060915,1341.15,1346.43,1336.67,1346.32,1.17,1,57811700,2126046,12622641,564217141,56464867,4265359,226307350,100,57547977,20060913,637834,828908,522216,709607,14356413,17668139,3502,15605,7980,19166,35429,171136,0,0,38167900,14860489,54865372,11541635,89266,100,100,100,50,37,13,0,0,4,0,71,29,4,0,0
10003,20060915,1460.01,1471.68,1457.98,1471.49,8.73,1,75916700,383246,5810195,59012620,13035954,664350,9778214,200,63999405,20060913,1348323,306894,520321,191928,22768820,7193901,0,0,0,0,0,0,0,0,39276535,34956495,22487931,2677169,32634,200,200,198,120,63,15,0,0,3,0,76,24,2,0,0
10004,20060915,909.82,918.3,909.68,917.98,9.33,1,203229200,263871,5233231,18544298,7817918,252547,1381033,392,111701070,20060913,672673,109999,745867,111510,21885365,2983690,0,0,0,0,0,0,0,0,110226626,75146651,23252302,1576750,9976,392,392,373,210,122,46,3,0,10,1,73,26,8,1,0
10004,20060918,920.79,928.14,920.61,927.98,10,1,144519900,263540,5233231,18746283,7817918,251999,1387782,392,102465748,20060914,924310,136601,702302,108450,22107373,3011832,0,0,0,0,0,0,0,0,52685407,61789979,20944505,1576750,10097,392,392,370,225,103,48,3,0,6,0,77,22,5,0,0
10002,20060918,1345.28,1363.13,1342.91,1359.05,12.73,1,74009700,2820595,12622652,569553761,56464922,4262685,229265237,100,62195354,20060914,930944,1299630,819077,1050761,14467630,17916476,10316,50484,9676,47854,36069,173769,0,0,50335951,16208157,70034666,11541646,90421,100,100,100,72,18,10,0,1,6,0,78,22,6,0,0
10003,20060918,1475.25,1491.69,1473.94,1489.49,18,1,83102200,421151,5810195,59733356,13035954,664280,9928802,200,65877607,20060914,930893,384562,1224936,332250,22474137,7245629,0,0,0,0,0,0,0,0,51676700,17592792,21357311,2677169,32999,200,200,198,132,41,25,1,0,3,0,80,19,2,0,0
10002,20060919,1359.96,1363.98,1354.89,1358.47,0.58,5,57547900,2177903,12622652,569311110,56464922,4263773,229212407,100,64574311,20060915,506219,758839,577944,741816,14395845,17931999,3754,16426,4933,29211,34890,160982,0,0,19267590,29694984,53178619,11541646,90162,100,100,100,36,49,15,0,0,3,0,74,26,2,0,0
10003,20060919,1490.3,1492.87,1484.63,1488.31,1.18,5,63999400,367009,5810195,59685896,13035954,663376,9871075,200,61745027,20060915,722208,269016,877401,281804,22307714,7232150,0,0,0,0,0,0,0,0,34471454,16586603,16119190,2677169,33528,200,200,198,78,96,24,1,0,4,0,82,18,1,0,0
10004,20060919,929.13,932.25,927.65,931.15,3.17,1,111701000,259109,5244499,18820025,7823552,250535,1380157,392,107611422,20060915,775684,112195,770404,93453,22112653,3030577,0,0,0,0,0,0,0,0,36655630,66219167,18769225,1577877,10188,392,392,367,183,148,44,4,0,6,0,79,20,4,0,0
10004,20060920,931.5,933.46,927.59,930.44,0.71,5,102465700,229585,5246636,18808438,7824620,249544,1375942,392,108105130,20060918,936245,118951,755602,108951,22277296,3038645,0,0,0,0,0,0,0,0,43357897,49500398,18191810,1578091,10205,392,392,371,152,184,40,3,0,6,0,79,20,4,0,0
10002,20060920,1350.21,1353.08,1338.45,1350.24,8.23,5,62195300,2355369,12622659,565860934,56464958,4256410,227022205,100,75591129,20060918,759226,1203809,539035,782781,14613736,18349036,4420,20276,2101,16790,37209,164468,0,0,20693570,40498947,58486845,11541653,90008,100,100,100,42,49,9,0,0,3,0,70,30,2,0,0
10003,20060920,1486.19,1488.19,1472.43,1485.64,2.67,5,65877600,305076,5810195,59578591,13035954,662103,9860501,200,62968904,20060918,601883,259426,706506,232451,22203091,7259125,0,0,0,0,0,0,0,0,34434150,30468467,15409456,2677169,33559,200,200,196,76,103,19,1,0,2,0,75,24,2,0,0
10004,20060921,933.46,938.68,933.46,937.09,6.65,1,107611400,254145,5246636,18942862,7824620,249245,1385563,392,83151128,20060919,998021,154388,976754,115117,22287863,3077873,0,0,0,0,0,0,0,0,54153733,37160440,19832312,1578091,10241,392,392,374,196,131,50,10,1,8,0,81,18,5,0,0
10002,20060921,1357.36,1362.83,1346.77,1350.27,0.03,1,64574300,2438658,12622659,565876247,56464958,4255261,226749648,100,58276642,20060919,637709,1040677,670040,890484,14580505,18496638,5393,34104,5414,35763,37188,162808,0,0,23960451,38764480,60652695,11541653,89946,100,100,100,47,47,6,0,0,5,0,68,32,5,0,0
10003,20060921,1491.46,1496.74,1483.8,1486.22,0.58,1,61745000,383140,5810198,59601373,13035957,659565,9827505,200,57466908,20060919,801018,292109,973493,272088,22021346,7278645,0,0,0,0,0,0,0,0,12156694,45433484,18533790,2677170,33450,200,200,198,78,106,14,0,0,2,0,79,21,2,0,0
10002,20060922,1341.49,1342.92,1325.85,1331.43,18.84,5,75591100,2699212,12622659,557978639,56464958,4253449,223515474,100,58471946,20060920,676219,938010,668319,900408,14588405,18534241,5620,32545,3779,21016,39029,174336,0,0,5700978,62544989,71586949,11541653,89311,100,100,100,16,83,1,0,0,3,0,61,39,3,0,0
10004,20060922,937.01,938.5,927.21,927.41,9.68,5,108105100,284742,5247020,18749657,7826543,248737,1374028,392,109473024,20060920,1058401,122628,934656,116874,22420858,3084134,0,0,0,0,0,0,0,0,20079454,71491565,21125560,1578475,10171,392,392,370,101,244,27,4,1,11,0,77,22,7,0,0
10003,20060922,1479.06,1483.68,1463.83,1467.28,18.94,5,62968900,363998,5813856,58844927,13037786,666314,9740278,200,69565394,20060920,784851,247752,1063251,372724,21738746,7150246,0,0,0,0,0,0,0,0,5690569,56681877,20773325,2677536,33330,200,200,197,42,140,15,1,0,3,0,74,25,3,0,0
10002,20060925,1330.74,1341.39,1328.39,1338.29,6.86,1,58276600,2110820,12622676,560855459,56465043,4248661,224265440,100,66892858,20060921,507450,696861,664150,993528,14431445,18225793,9923,33932,4749,22946,44203,185323,0,0,42473997,14273891,54997740,11541670,89746,100,100,100,67,28,5,0,0,2,0,69,31,2,0,0
