DATA_DATE,IND_TP_CD,DATA_DATE,IDX_OPPR,IDX_HIPR,IDX_LOPR,IDX_CLPR,IDX_YDAY_CMPR_AMT,YDAY_CMPR_SECT,VOLM,TR_AMT,STK_CNT,AVLS,CAP_AMT1,FRMN_HOLD_STK_CNT,FRMN_HOLD_AVLS,MRTR_ITEM_CNT,CRDT_ENBL_ITEM_VOLM,CRDT_DATA_DATE,LEND_NEW_STKQ,LEND_NEW_AMT,LEND_RMBR_STKQ,LEND_RMBR_AMT,LEND_BALAN_STKQ,LEND_BALAN_AMT,STLOAN_RMBR_AMT,STLOAN_RMBR_STKQ,STLOAN_NEW_AMT,STLOAN_NEW_STKQ,STLOAN_BALAN_AMT,STLOAN_BALAN_STKQ,FRWDELVY_MTR_QTY,FRWDELVY_STK_AVG_PRC,RISE_ITEM_VOLM,DPRICE_ITEM_VOLM,FACE_ADJ_VOLM,SAME_FACE_STK_CNT,CLPR_AVG,ALL_ITEM_CNT,CO_CNT,TR_TYPE_TYPE_ITEM_CNT,RISE_ITEM_CNT,DPRICE_ITEM_CNT,STNR_ITEM_CNT,TOP_ITEM_CNT,BTM_ITEM_CNT,YYW_MXPR_ITEM_CNT,YYW_MNPR_ITEM_CNT,D25_EMA_EXCD_ITEM_CNT,D25_EMA_FLSH_ITEM_CNT,W52_NEW_HIPR_ITEM_CNT,W52_NEW_LOPR_ITEM_CNT,DVID_YIRT,일별상승종목비율,일별하락종목비율,일별보합종목비율,일별상한가종목비율,일별하한가종목비율,외국인보유비율,연중최고가종목비율,연중최저가종목비율,25일이평상회종목비율,25일이평하회종목비율,52주신고가종목비율,52주신저가종목비율
2000-12-01,10001,2000-12-01,490.88,514.46,489.53,514.46,5.23,1,329920500,1558855,19476948,189216301,84168784,0,0,756,240636712,20001129,2150640,535204,2192777,501362,62364567,16272896,0,0,0,0,7600,5323,182333060,1829,165480439,155113972,282622737,16683697,9326,910,706,866,320,485,64,19,9,0,0,30,69,1,120,0,36.95150115,56.00461894,7.390300231,2.193995381,1.03926097,0,0,0,3.464203233,7.967667436,0.115473441,13.85681293
2000-12-04,10001,2000-12-04,520.14,520.52,499.72,501.73,12.73,5,267606600,1372502,19474474,184763341,84132110,0,0,756,373928289,20001130,1511680,350707,2623870,685042,61252377,15924557,0,0,0,0,7600,5323,116724100,2802,68550651,191807285,216674070,16676362,9183,910,706,867,251,569,49,29,11,0,0,34,65,1,34,0,28.95040369,65.62860438,5.651672434,3.344867359,1.268742791,0,0,0,3.921568627,7.497116494,0.115340254,3.921568627
2000-12-05,10001,2000-12-05,505.1,516.97,502.94,516.96,15.23,1,257240900,1258890,19477797,190067921,84133785,0,0,756,288921134,20001201,1648650,310304,1967841,599542,60933186,15632167,0,0,0,0,7600,5323,115668690,1591,196505751,55049781,212701942,16676697,9264,910,706,863,509,290,64,32,7,0,0,40,59,0,44,0,58.98030127,33.603708,7.41599073,3.707995365,0.811123986,0,0,0,4.634994206,6.836616454,0,5.098493627
2000-12-06,10001,2000-12-06,535.19,540.63,517.87,517.89,0.93,1,391918800,2170397,19481263,190443854,84136448,0,0,756,307712268,20001204,2601960,602328,3188270,1085793,60346876,15145870,0,0,0,0,7600,5323,179507650,2429,112466573,266394284,333324659,16677230,9246,910,706,864,371,418,76,22,10,0,0,32,67,2,18,0,42.93981481,48.37962963,8.796296296,2.546296296,1.157407407,0,0,0,3.703703704,7.75462963,0.231481481,2.083333333
2000-12-07,10001,2000-12-07,517.48,523.78,510.86,523.78,5.89,1,300980000,1314941,19484258,192497414,84140389,0,0,754,372486744,20001205,1646700,373516,1720549,453673,60231897,15049627,0,0,0,0,7600,5323,148911760,2387,108877559,175763135,262933932,16678018,9252,910,706,860,330,454,77,23,11,0,0,28,71,2,46,0,38.37209302,52.79069767,8.953488372,2.674418605,1.279069767,0,0,0,3.255813953,8.255813953,0.23255814,5.348837209
2000-12-08,10001,2000-12-08,523.4,535.47,523.4,534.81,11.03,1,321364200,1359600,19542484,196357210,84431510,0,0,754,309260792,20001206,2371150,646725,1718114,461814,60886933,15234861,0,0,0,0,7600,5323,158432780,2261,193767177,50963320,279519388,16736242,9387,910,706,863,515,277,72,36,10,0,0,28,71,2,27,0,59.67555041,32.09733488,8.342989571,4.171494786,1.158748552,0,0,0,3.244495944,8.227114716,0.23174971,3.128621089
2000-12-11,10001,2000-12-11,543.46,557.79,543.46,554.8,19.99,1,388717000,1902500,19542679,203295039,84432485,0,0,747,291003660,20001207,2459900,587997,2224900,732531,61121933,15088199,0,0,0,0,7600,5323,186039280,1840,263254516,38567488,323893186,16736437,9536,910,706,860,555,243,63,44,5,0,0,30,69,3,8,0,64.53488372,28.25581395,7.325581395,5.11627907,0.581395349,0,0,0,3.488372093,8.023255814,0.348837209,0.930232558
2000-12-12,10001,2000-12-12,556.22,558.5,541.99,543.08,11.72,5,320886200,1663919,19562623,199276504,84531988,0,0,747,276282523,20001208,2188980,451374,2145756,650892,61165157,14882137,0,0,0,0,7600,5323,149777030,1824,61265640,233111442,267566966,16756338,9503,908,705,861,344,452,67,52,9,0,0,31,68,1,9,0,39.95354239,52.4970964,7.781649245,6.039488966,1.045296167,0,0,0,3.600464576,7.897793264,0.116144019,1.045296167
2000-12-13,10001,2000-12-13,540.35,560.16,539.51,557.84,14.76,1,302753800,1916032,19596925,204310647,84701803,0,0,747,280670071,20001211,2344700,577133,2072650,621704,61437207,14832273,0,0,0,0,7600,5323,118022980,3317,151816920,139555860,250892670,16790301,9634,908,705,857,468,326,66,50,14,0,0,36,62,4,12,0,54.60910152,38.03967328,7.701283547,5.834305718,1.633605601,0,0,0,4.200700117,7.23453909,0.466744457,1.400233372
2000-12-14,10001,2000-12-14,548.14,554.89,540.73,547.38,10.46,5,298434100,1914904,19530852,200502403,84371438,0,0,747,237250548,20001212,3318340,795640,2400490,599843,62318167,15006383,0,0,0,0,7600,5323,90463020,4291,149832085,137051138,235711195,16724228,9683,902,705,859,451,357,54,46,5,0,0,36,63,3,9,0,52.50291036,41.55995343,6.286379511,5.355064028,0.582072177,0,0,0,4.190919674,7.33410943,0.349243306,1.047729919
2000-12-15,10001,2000-12-15,544.53,551.29,533.65,534,13.38,5,297847100,1667623,19531579,195864522,84372526,0,0,747,276683141,20001213,3116950,725555,1856940,591483,63578177,15136938,0,0,0,0,7600,5323,101405300,1867,74256273,204718188,243023276,16724445,9530,902,705,860,259,551,51,29,20,0,0,32,67,4,12,0,30.11627907,64.06976744,5.930232558,3.372093023,2.325581395,0,0,0,3.720930233,7.790697674,0.465116279,1.395348837
2000-12-18,10001,2000-12-18,529.37,541.78,529.37,539.27,5.27,1,251260100,1355266,19530622,197752166,84367741,0,0,747,287449612,20001214,1722560,419257,3192260,850603,62108477,14696919,0,0,0,0,7600,5323,81943930,3073,94150784,145949589,200324276,16723488,9664,902,705,854,420,395,43,49,13,0,0,40,59,5,21,0,49.18032787,46.2529274,5.035128806,5.737704918,1.522248244,0,0,0,4.683840749,6.908665105,0.585480094,2.459016393
2000-12-19,10001,2000-12-19,541.23,541.25,530.18,530.8,8.47,5,290170800,1587946,19531148,194737966,84370370,0,0,747,276102103,20001215,2484160,567947,3577087,902512,61015550,14360655,0,0,0,0,7600,5323,80518630,2368,76614715,207480284,228271593,16724014,9578,902,705,854,244,572,38,41,30,0,0,32,67,4,35,0,28.57142857,66.97892272,4.449648712,4.800936768,3.512880562,0,0,0,3.7470726,7.845433255,0.468384075,4.098360656
2000-12-20,10001,2000-12-20,517.37,525.79,513.24,514.21,16.59,5,304295300,1581490,19539688,189094652,84413072,0,0,747,321100527,20001218,2021413,506921,3130040,880463,59906923,13978582,0,0,0,0,7600,5323,105046760,1653,61811450,236443632,246062162,16732555,9167,902,705,855,126,705,24,31,71,0,0,24,75,6,97,0,14.73684211,82.45614035,2.807017544,3.625730994,8.304093567,0,0,0,2.807017544,8.771929825,0.701754386,11.34502924
2000-12-21,10001,2000-12-21,498.6,515.76,497.31,511.9,2.31,5,290298000,1665566,19617903,188450153,84804146,0,0,746,236073177,20001219,2208450,594820,2787930,766438,59245619,13794430,0,0,0,0,7600,5323,107398830,2786,110192971,175630762,243551811,16810770,8991,903,705,857,234,582,41,28,51,0,0,21,78,2,168,0,27.30455076,67.91131855,4.784130688,3.267211202,5.950991832,0,0,0,2.450408401,9.101516919,0.233372229,19.60326721
2000-12-22,10001,2000-12-22,514.54,518.9,500.41,500.6,11.3,5,332697200,1611808,19627941,184576335,84854334,0,0,746,236073177,20001220,2221890,521591,3344670,806905,58156359,13522973,0,0,0,0,7600,5323,138955170,2268,93503140,230878406,273114045,16820807,8780,902,704,854,251,541,63,28,57,0,0,19,80,2,108,0,29.3911007,63.34894614,7.37704918,3.278688525,6.674473068,0,0,0,2.224824356,9.367681499,0.234192037,12.64637002
2000-12-26,10001,2000-12-26,509.09,509.95,501.64,504.62,4.02,1,252890800,1494115,19638667,186206058,84893975,0,0,744,307087754,20001226,2712101,562005,3948560,886458,56491800,13127425,0,0,0,0,7600,5323,83965070,2701,163820640,81728877,203629204,16828735,8751,902,704,857,457,349,51,26,48,0,0,22,77,0,0,0,53.32555426,40.72345391,5.950991832,3.033838973,5.600933489,0,0,0,2.567094516,8.984830805,0,0
2001-01-02,10001,2001-01-02,503.31,521.34,500.97,520.95,16.33,1,231014600,1223328,19638887,191252891,84895076,2723222,58238292,746,419388020,20010102,2836730,619172,2406350,565671,56264913,13029097,0,0,0,0,7600,5323,63430990,3973,183619812,45208290,177762494,16828956,8939,902,704,853,618,215,22,167,16,0,0,26,73,1,85,0,72.45017585,25.20515826,2.579132474,19.57796014,1.875732708,30.4509342,0,0,3.048065651,8.558030481,0.117233294,9.964830012
2001-01-03,10001,2001-01-03,512.74,524.58,510.7,521.43,0.48,1,324584400,1583403,19633559,191363161,84868436,2727918,58249739,746,552328408,20010102,2530900,558206,2967821,633882,55827992,12950731,0,0,0,0,7600,5323,105847690,4497,235445452,80105975,255150856,16823628,9062,902,704,854,488,316,52,85,6,0,0,28,71,1,12,0,57.14285714,37.00234192,6.088992974,9.953161593,0.702576112,30.43936915,0,0,3.278688525,8.31381733,0.117096019,1.405152225
2001-01-04,10001,2001-01-04,551.53,567.16,550.91,558.02,36.59,1,444540900,2984761,19634734,204074166,84873582,2735566,62823637,746,537148329,20010102,4094780,932286,5168973,1357358,54709509,12516829,2400,1668,0,0,10000,6991,115778530,5640,421755177,19107773,351674141,16824657,9410,902,704,855,752,83,20,149,3,0,0,42,57,1,2,0,87.95321637,9.707602339,2.339181287,17.42690058,0.350877193,30.78470844,0,0,4.912280702,6.666666667,0.116959064,0.233918129
2001-01-05,10001,2001-01-05,559.54,581.41,555.4,580.85,22.83,1,578286000,3569582,19637038,212089180,84885103,2747453,65820417,746,542815536,20010103,5052750,1090715,5571137,1349567,54191122,12256943,2300,1630,0,0,12300,8621,172736550,3922,439969106,121148652,474878438,16826961,9501,902,704,855,427,393,37,92,9,0,0,43,56,3,2,0,49.94152047,45.96491228,4.32748538,10.76023392,1.052631579,31.0343116,0,0,5.029239766,6.549707602,0.350877193,0.233918129
2001-01-08,10001,2001-01-08,573.72,587.91,572.48,586.65,5.8,1,558645100,2948092,19630735,214231273,84853590,2751599,66348238,746,597686581,20010104,5479460,1135034,5448580,1044934,54222002,12329736,2300,1633,0,0,14600,10254,204909730,4165,396571949,134880710,464588802,16820658,9685,902,704,854,533,278,45,72,5,0,0,43,56,6,1,0,62.41217799,32.55269321,5.269320843,8.430913349,0.585480094,30.97037938,0,0,5.035128806,6.557377049,0.702576112,0.117096019
2001-01-09,10001,2001-01-09,583.85,589.92,572.55,589.92,3.27,1,558967700,2833998,19636252,215355041,84881174,2754673,66495885,746,496064040,20010105,4910150,1046720,4415771,803875,54716381,12568512,4000,2862,0,0,18600,13116,191133470,3884,382580624,164687500,428063256,16826175,9844,902,704,854,527,282,49,64,8,0,0,48,51,6,1,0,61.70960187,33.02107728,5.737704918,7.494145199,0.93676815,30.87732922,0,0,5.620608899,5.971896956,0.702576112,0.117096019
2001-01-10,10001,2001-01-10,586.63,593.86,560.81,560.81,29.11,5,642378200,3285030,19638291,205104272,84891369,2756865,63950968,746,682011056,20010108,5413810,1151751,5418503,1117872,54711688,12602217,0,0,0,0,18600,13116,220156420,2206,40114105,597298536,489240417,16828214,9511,902,704,857,137,698,23,36,35,0,0,44,55,7,2,0,15.98599767,81.44690782,2.68378063,4.200700117,4.084014002,31.17973476,0,0,5.134189032,6.417736289,0.8168028,0.233372229
2001-01-11,10001,2001-01-11,568.26,570.57,557.86,561.79,0.98,1,518788600,2721732,19641265,205561334,84906240,2749251,63694736,743,582772001,20010109,4249230,871047,2969005,614363,55500533,12854081,0,0,16200,11448,2400,1668,194901120,3342,425999792,84156508,403736437,16831188,9684,902,704,858,574,242,43,87,11,0,0,53,46,5,2,0,66.8997669,28.20512821,5.011655012,10.13986014,1.282051282,30.98575727,0,0,6.177156177,5.361305361,0.582750583,0.233100233
2001-01-12,10001,2001-01-12,578.95,601.09,578.95,587.87,26.08,1,713787700,3980149,19641865,214741982,84909240,2773909,70739059,743,583319476,20010110,6930590,1531426,5175730,1192850,57272433,13195606,3000,2340,0,0,5400,4008,256241240,4505,344675206,258025630,573175756,16831788,9874,902,704,857,494,298,68,27,9,0,0,57,42,6,1,0,57.64294049,34.77246208,7.934655776,3.150525088,1.050175029,32.94142037,0,0,6.651108518,4.900816803,0.700116686,0.116686114
2001-01-15,10001,2001-01-15,595.06,608.22,588.87,599,11.13,1,611961800,3407840,19093061,217943452,82165217,2701890,71929782,743,476008701,20010111,4001560,1011091,4546080,1060031,56727793,13141883,4000,2732,0,0,9400,6740,205154830,3359,466711569,121495512,469578408,16282984,9944,903,704,861,462,334,67,49,11,0,0,61,38,7,2,0,53.65853659,38.79210221,7.781649245,5.691056911,1.277584204,33.00387387,0,0,7.084785134,4.413472706,0.81300813,0.232288037
2001-01-16,10001,2001-01-16,600.68,608.51,588.42,603.42,4.42,1,606278900,3352424,19103085,219350077,82215337,2708517,72886992,743,427818667,20010112,4707470,1106350,4176820,1030708,57258443,13215401,2000,1380,0,0,11400,8120,235636960,4106,438652471,157030615,481559556,16293008,9887,901,703,859,286,526,50,32,9,0,0,57,42,4,3,0,33.29452852,61.23399302,5.820721769,3.725261932,1.047729919,33.22861473,0,0,6.635622817,4.889406286,0.465657742,0.349243306
2001-01-17,10001,2001-01-17,600.75,610.47,587.26,595.83,7.59,5,501660400,3078571,19126066,216568720,82330244,2705108,72342328,743,409796989,20010115,3979230,1023262,3718430,962096,57488743,13276270,0,0,0,0,11400,8120,180460220,4043,89426674,409300267,387772121,16315989,9806,901,703,859,243,582,35,20,20,0,0,54,45,2,5,0,28.2887078,67.7532014,4.074505239,2.328288708,2.328288708,33.40386737,0,0,6.286379511,5.238649593,0.232828871,0.582072177
2001-01-18,10001,2001-01-18,597.15,612.9,596.66,604.05,8.22,1,453764800,3021314,19126700,219367134,82333415,2718753,73919481,745,443504614,20010116,3225900,1114063,3557500,869102,57141463,13518893,0,0,0,0,11400,8120,158054760,4516,199131725,241516202,366312586,16316623,9803,901,703,855,309,484,64,15,12,0,0,55,44,0,4,0,36.14035088,56.60818713,7.485380117,1.754385965,1.403508772,33.69669816,0,0,6.432748538,5.14619883,0,0.467836257
2001-01-19,10001,2001-01-19,622.25,622.25,613.66,619.78,15.73,1,432454200,3002558,19100737,224822750,82201582,2730269,76120239,745,424395074,20010117,4248110,1176536,3440469,855876,57949104,13836814,0,0,9000,6452,2400,1668,113791000,3642,274054159,134475300,328138707,16290257,9866,901,703,856,417,365,75,29,8,0,0,54,44,1,2,0,48.71495327,42.64018692,8.761682243,3.387850467,0.934579439,33.85788983,0,0,6.308411215,5.140186916,0.11682243,0.23364486
2001-01-22,10001,2001-01-22,622.52,627.45,614.08,627.45,7.67,1,484953800,2513407,19131209,227685053,82276177,2733235,76456948,746,417774735,20010118,5842410,1472698,3335356,774888,60430008,14509922,970,747,0,0,3370,2415,147414030,2723,426968356,52204425,366560667,16305176,10021,900,702,857,637,161,59,54,5,0,0,54,45,1,1,0,74.32905484,18.78646441,6.884480747,6.301050175,0.583430572,33.58013492,0,0,6.301050175,5.250875146,0.116686114,0.116686114
2001-01-26,10001,2001-01-26,623.68,624,591.73,591.73,35.72,5,443736600,2603229,19136746,215497711,82302346,2732487,71634641,746,469367635,20010119,3485080,894159,4108230,963820,59809298,14435318,3220,2513,0,0,6590,4929,148127000,3300,134588227,299256801,343681202,16310409,9787,900,702,854,204,607,47,18,12,0,0,50,49,2,2,0,23.88758782,71.07728337,5.503512881,2.107728337,1.405152225,33.2414858,0,0,5.854800937,5.737704918,0.234192037,0.234192037
2001-01-29,10001,2001-01-29,592.75,598.11,587.42,596.54,4.81,1,461154800,2397521,19141458,217207344,82319908,2739247,71809743,746,405869444,20010122,3007490,707189,3419130,727331,59397658,14406070,0,0,0,0,6590,4929,163151380,3871,367461300,82031655,369127863,16313922,9919,901,703,862,581,234,49,62,2,0,0,52,47,1,1,0,67.40139211,27.14617169,5.684454756,7.192575406,0.232018561,33.06045812,0,0,6.032482599,5.452436195,0.116009281,0.116009281
2001-01-30,10001,2001-01-30,601.29,608.05,591.34,591.34,5.2,5,498673100,2418190,19236025,215444336,82792740,2741897,71258794,747,358194321,20010126,4165570,917459,4041450,848521,59521778,14472646,3410,2767,0,0,10000,7696,173746840,2509,186361488,304137067,380726843,16408488,9933,901,703,863,421,394,49,33,2,0,0,53,46,4,1,0,48.78331402,45.65469293,5.677867903,3.82387022,0.23174971,33.07526915,0,0,6.141367323,5.330243337,0.463499421,0.115874855
2001-01-31,10001,2001-01-31,594.76,617.91,593.54,617.91,26.57,1,442127200,2585503,19253350,224609465,82802303,2747707,75055760,752,308302850,20010129,2989180,735848,3441860,984089,58875889,14224050,0,0,0,0,10000,7696,157912790,4010,337357814,68206350,357061839,16410401,10101,901,703,862,488,303,72,40,4,0,0,57,42,1,2,0,56.612529,35.15081206,8.352668213,4.64037123,0.464037123,33.41611628,0,0,6.612529002,4.872389791,0.116009281,0.232018561
2001-02-01,10001,2001-02-01,606.49,620.78,605.42,612.3,5.61,5,396006900,2211415,19258851,222747672,82824838,2758714,74581846,752,319052279,20010130,2917800,639813,2958141,764363,58806582,14091455,1800,1255,0,0,11800,8951,140102870,4008,94724481,289712320,311669877,16414908,10080,902,703,860,307,510,44,23,6,0,0,54,45,4,1,0,35.69767442,59.30232558,5.11627907,2.674418605,0.697674419,33.48266015,0,0,6.279069767,5.23255814,0.465116279,0.11627907
2001-02-02,10001,2001-02-02,614.51,616.67,602.13,608.48,3.82,5,345289400,1794823,19517706,222182669,84119115,2759049,74188224,752,296847323,20010131,2620030,712103,2968379,644248,58458233,14159285,0,0,0,0,11800,8951,103027780,2526,132648871,194719959,264837956,16673763,10103,906,705,866,371,439,59,38,5,0,0,59,40,10,2,0,42.84064665,50.69284065,6.812933025,4.387990762,0.577367206,33.39064398,0,0,6.812933025,4.618937644,1.154734411,0.230946882
2001-02-05,10001,2001-02-05,594.91,595.47,575.58,579.16,29.32,5,354074000,1897013,19518506,211926329,84123115,2755393,70615966,752,279928097,20010201,3116000,834540,3258612,770350,58315621,14221057,0,0,2840,2098,8960,6852,115886850,2900,91496090,259552509,269888115,16674563,9869,906,705,866,194,638,36,35,11,0,0,66,33,3,2,0,22.40184758,73.67205543,4.15704388,4.041570439,1.270207852,33.32099713,0,0,7.621247113,3.810623557,0.346420323,0.230946882
2001-02-06,10001,2001-02-06,577.25,587.23,573.52,586.58,7.42,1,326302400,1608178,19475874,214311425,83909955,2752224,71229194,752,265389797,20010202,2416870,574373,2082050,560992,58650441,14233928,0,0,2370,1923,6590,4929,111067770,2673,215396646,99759537,254231770,16631931,10032,906,705,864,564,241,60,41,4,0,0,75,24,3,3,0,65.27777778,27.89351852,6.944444444,4.74537037,0.462962963,33.23630273,0,0,8.680555556,2.777777778,0.347222222,0.347222222
2001-02-07,10001,2001-02-07,584.93,584.93,574.44,576.19,10.39,5,322720500,1469919,19466254,210579200,83861855,2750066,70152016,752,316566527,20010205,2780430,589321,1800080,408841,59630791,14413667,0,0,0,0,6590,4929,128686440,2441,120404190,197733167,253255664,16622311,9970,905,704,864,226,586,53,28,7,0,0,76,23,4,3,0,26.15740741,67.82407407,6.134259259,3.240740741,0.810185185,33.31383916,0,0,8.796296296,2.662037037,0.462962963,0.347222222
2001-02-08,10001,2001-02-08,577.12,591.66,577.12,591.57,15.38,1,282243300,1726606,19475991,215902566,83886877,2752522,71969628,752,279841853,20010206,2382420,600287,1751070,557286,60251951,14453500,0,0,0,0,6590,4929,95174760,2549,203943566,45594220,230399730,16627316,10115,905,704,864,528,268,69,26,5,0,0,76,23,4,5,0,61.11111111,31.01851852,7.986111111,3.009259259,0.578703704,33.33430877,0,0,8.796296296,2.662037037,0.462962963,0.578703704
2001-02-09,10001,2001-02-09,588.36,598.97,581.49,595.47,3.9,1,374564100,2030005,19476061,217282483,83887227,2757128,72350499,752,311397607,20010207,3193259,808109,2823560,786510,60621650,14473981,3410,2792,0,0,10000,7722,129760920,5336,264624817,100358924,312815987,16627386,10164,905,704,858,502,304,54,39,4,0,0,76,23,4,5,0,58.50815851,35.43123543,6.293706294,4.545454545,0.466200466,33.29789774,0,0,8.857808858,2.680652681,0.466200466,0.582750583
2001-02-12,10001,2001-02-12,587.62,602.9,584.37,599.2,3.73,1,318923200,1895873,19441694,218641619,83715383,2764581,72624815,752,382651178,20010208,2591490,680308,2475050,691413,60738090,14454834,0,0,0,0,10000,7722,96784360,5017,186060600,108702123,254420244,16593017,10244,901,700,863,447,333,83,39,2,0,0,76,23,4,5,0,51.79606025,38.58632677,9.617612978,4.519119351,0.23174971,33.21637268,0,0,8.806488992,2.665121669,0.463499421,0.579374276
2001-02-13,10001,2001-02-13,603.15,605.35,594.41,598.78,0.42,5,336730900,1990403,19438438,218368594,83699105,2772241,72549077,752,333614656,20010209,3661520,857128,2599070,681314,61800540,14630140,0,0,0,0,10000,7722,106889560,4303,199395482,128379063,269993205,16589761,10268,901,700,863,423,373,67,36,4,0,0,67,32,7,5,0,49.01506373,43.22132097,7.763615295,4.171494786,0.463499421,33.22321936,0,0,7.763615295,3.707995365,0.811123986,0.579374276
2001-02-14,10001,2001-02-14,594.93,607.59,592.32,603.83,5.05,1,413234800,2151929,19438438,220115581,83699105,2776247,73069052,752,294099017,20010212,3407260,834701,2675080,680159,62532720,14784557,0,0,0,0,10000,7722,133347420,3256,297291165,89140625,342678215,16589761,10338,901,700,865,493,308,65,35,9,0,0,67,32,8,5,0,56.99421965,35.60693642,7.514450867,4.046242775,1.040462428,33.19576546,0,0,7.74566474,3.699421965,0.924855491,0.578034682
2001-02-15,10001,2001-02-15,611.26,612.26,602.41,603.63,0.2,5,359764300,2020480,19438894,219926954,83701384,2779190,73321453,752,289493893,20010213,2546060,678063,2723010,755160,62278760,14705430,0,0,0,0,10000,7722,118129420,3389,136478007,206201499,274484968,16590217,10345,901,700,863,303,502,59,25,9,0,0,60,39,8,4,0,35.11008111,58.16917729,6.836616454,2.896871379,1.042873696,33.33900264,0,0,6.952491309,4.519119351,0.926998841,0.463499421
2001-02-16,10001,2001-02-16,605.93,611.54,604.27,604.92,1.29,1,319525800,1853013,19441714,220314910,83715484,2783198,73989998,752,467376145,20010214,2805660,682218,2672539,796116,62470701,14591468,0,0,0,0,10000,7722,96143410,3478,120662902,189438035,251616212,16593037,10327,901,700,863,317,487,60,29,6,0,0,56,43,5,7,0,36.73232908,56.43105446,6.952491309,3.3603708,0.695249131,33.58374519,0,0,6.488991889,4.982618772,0.579374276,0.811123986
2001-02-19,10001,2001-02-19,595.66,597.76,588.73,596.67,8.25,5,316677900,1609531,19441735,217406956,83715587,2779698,72850893,752,408242073,20010215,2376560,626456,2683930,559227,62163331,14657473,0,0,0,0,10000,7722,113603920,3313,143841170,152345493,225332525,16593058,10366,901,700,861,398,396,69,45,7,0,0,71,28,4,7,0,46.2253194,45.99303136,8.013937282,5.226480836,0.81300813,33.50899821,0,0,8.246225319,3.25203252,0.464576074,0.81300813
2001-02-20,10001,2001-02-20,595.77,609.36,593.17,608.74,12.07,1,498568800,2722295,19445150,221510447,83732663,2779060,73757494,751,409449665,20010216,3923550,1048535,4057580,990848,62029301,14713751,0,0,0,0,10000,7722,168002020,5034,429260012,62063447,382235987,16596473,10559,902,700,864,640,175,51,43,8,0,0,69,30,9,2,0,74.07407407,20.25462963,5.902777778,4.976851852,0.925925926,33.29752389,0,0,7.986111111,3.472222222,1.041666667,0.231481481
2001-02-21,10001,2001-02-21,605.49,605.49,594.45,594.53,14.21,5,439148600,2430723,19447428,216452336,83744053,2775813,71782418,751,374273168,20010219,3466580,958728,3424255,817096,62071626,14854744,1700,1224,0,0,11700,8946,139778210,4008,198496756,226537947,342172044,16598751,10512,902,700,860,372,434,57,36,12,0,0,67,32,5,0,0,43.25581395,50.46511628,6.627906977,4.186046512,1.395348837,33.16315237,0,0,7.790697674,3.720930233,0.581395349,0
2001-02-22,10001,2001-02-22,589.3,589.3,571.72,583.41,11.12,5,434981600,2300710,19449247,212605959,83753149,2772205,70162010,751,339693553,20010220,3502800,838525,3298526,764669,62264360,14925658,0,0,0,0,11700,8946,140448350,3079,212535174,218521211,324995384,16600570,10330,902,700,863,233,595,37,32,16,0,0,59,40,5,1,0,26.99884125,68.94553882,4.287369641,3.707995365,1.853997683,33.00096118,0,0,6.836616454,4.634994206,0.579374276,0.115874855
2001-02-23,10001,2001-02-23,579.97,590.49,579.45,583.52,0.11,1,400765300,2115209,19476593,212883652,83758631,2768845,69847429,752,369533565,20010221,3178250,761748,2464317,716434,62978293,14967195,0,0,0,0,11700,8946,148721480,2024,226063059,164365476,298045617,16601666,10432,902,700,862,501,302,61,37,6,0,0,65,34,6,1,0,58.12064965,35.03480278,7.076566125,4.292343387,0.696055684,32.81014223,0,0,7.540603248,3.944315545,0.696055684,0.116009281
2001-02-26,10001,2001-02-26,585.16,588.92,580.59,585.32,1.8,1,448986500,1803583,19476593,213488224,83758631,2770359,69915296,752,278133322,20010222,3166730,744968,2992000,676828,63153023,15030816,0,0,0,0,11700,8946,200149120,3701,287462520,147290055,348052980,16601666,10517,902,700,865,507,299,60,34,10,0,0,73,26,5,2,0,58.61271676,34.56647399,6.936416185,3.930635838,1.156069364,32.74901758,0,0,8.439306358,3.005780347,0.578034682,0.231213873
2001-02-27,10001,2001-02-27,590.14,597.12,576.66,577.57,7.75,5,475761000,2148639,19513271,210868607,83939816,2769776,69207729,752,300726631,20010223,3051640,842796,3277170,693658,62927493,15172950,0,0,0,0,11700,8946,222803880,4882,151819117,314075148,391192042,16637904,10484,902,700,868,254,556,58,32,12,0,0,72,27,3,2,0,29.26267281,64.05529954,6.68202765,3.686635945,1.382488479,32.82030928,0,0,8.294930876,3.110599078,0.34562212,0.230414747
2001-02-28,10001,2001-02-28,571.64,581.44,571.04,578.1,0.53,1,351257300,1582342,19513271,211152078,83939816,2770240,69276398,751,284698620,20010226,2369130,589601,2201090,511571,62821221,15247618,0,0,0,0,11700,8946,142008540,2325,141350335,186878617,278809803,16637904,10519,902,700,862,361,430,74,40,8,0,0,69,30,3,2,0,41.87935035,49.88399072,8.584686775,4.64037123,0.928074246,32.80876923,0,0,8.004640371,3.480278422,0.348027842,0.232018561
